student_id,cohort_id,synthetic_split,placement_outcome_quarantined,cgpa,backlogs,tenth_percentage,twelfth_percentage,branch,semester,problem_solving_score,communication_score,assessments_completed,skill_python,skill_sql,skill_dsa,skill_git,skill_fastapi,skill_react,skill_cloud,skill_statistics,skill_powerbi,verified_skills_count,projects_count,verified_projects_count,internships_count,experience_months,certifications_count,courses_completed,avg_course_progress,resume_uploaded,profile_completeness,target_role,role_match_score,market_alignment_score,critical_skill_gaps,readiness_score,readiness_tier,is_ready
OMEN-17502,2026-IT,train,Rejected,5.59,0,63.4,45.0,IT,8,45.8,60.6,6,77.7,24.1,37.2,74.9,82.8,70.6,46.2,27.5,5.0,4,4,2,0,0,1,2,71.2,1,95.6,Software Engineer,80.9,48.6,2,56,Needs Training,0
OMEN-17503,2026-IT,train,Selected,7.86,0,72.1,77.1,IT,8,70.6,83.5,5,74.2,66.5,78.5,94.9,92.7,67.3,41.0,39.0,26.7,6,7,6,1,4,0,1,39.0,1,97.0,Software Engineer,100.0,64.1,0,90,Ready,1
OMEN-17504,2026-CSE,train,Selected,6.14,0,63.5,55.3,CSE,7,48.7,50.1,4,66.3,82.7,63.8,66.7,67.0,67.3,32.8,56.0,37.4,5,5,4,0,0,0,3,72.4,1,93.3,Software Engineer,94.2,57.1,0,71,Near-Ready,0
OMEN-17505,2026-CSE,test,Selected,6.92,0,64.9,55.1,CSE,6,65.0,59.6,7,78.6,48.1,69.4,69.4,43.1,79.8,54.5,36.3,19.5,4,5,2,0,0,0,3,70.0,0,73.4,Software Engineer,88.8,55.3,1,66,Near-Ready,0
OMEN-17506,2026-CSE,train,Selected,7.15,0,57.8,69.0,CSE,5,68.7,58.0,4,82.7,60.5,75.0,73.0,73.6,58.5,62.0,51.7,55.0,4,1,1,1,5,1,1,41.0,1,83.1,Software Engineer,96.2,63.3,0,68,Near-Ready,0
OMEN-17507,2026-MECH,val,Rejected,6.13,0,64.7,51.7,MECH,6,65.3,44.6,4,56.9,62.8,43.1,37.2,36.5,36.4,17.1,83.2,73.1,2,4,2,1,4,2,5,100.0,1,89.0,Data Analyst,87.0,51.8,2,63,Near-Ready,0
OMEN-17508,2026-CSE,train,Selected,7.47,0,64.0,70.4,CSE,6,60.4,51.5,2,58.2,52.3,53.5,62.8,51.2,68.8,39.1,33.3,11.9,1,2,1,1,4,0,2,43.1,0,55.3,Software Engineer,85.7,47.6,2,61,Near-Ready,0
OMEN-17509,2026-ECE,train,Rejected,5.77,1,52.3,55.2,ECE,5,35.1,38.0,4,85.5,48.1,71.5,71.7,47.4,52.8,48.5,62.3,5.0,3,2,2,0,0,2,2,48.6,1,83.5,AI/ML Engineer,83.9,50.8,3,38,Needs Training,0
OMEN-17510,2026-CSE,train,Unplaced,6.6,0,63.9,52.9,CSE,8,39.0,61.2,7,66.6,66.7,28.9,37.9,12.7,16.7,26.6,50.7,49.4,2,5,1,0,0,2,0,12.0,1,99.3,Data Analyst,78.5,45.9,4,41,Needs Training,0
OMEN-17511,2026-IT,train,Rejected,7.01,1,53.8,55.2,IT,7,58.1,74.5,3,77.3,37.5,75.4,91.3,67.4,57.3,55.2,33.1,18.9,4,8,6,2,8,3,1,33.2,1,91.8,Software Engineer,92.2,58.3,1,67,Near-Ready,0
OMEN-17512,2026-IT,train,Selected,5.69,0,60.1,73.4,IT,7,51.7,42.2,6,35.4,42.4,63.2,48.1,25.6,21.8,54.7,51.6,22.4,0,1,0,1,4,1,0,14.5,1,79.4,Software Engineer,57.9,40.2,5,33,Needs Training,0
OMEN-17513,2026-ECE,train,Rejected,7.09,0,61.8,56.1,ECE,8,60.9,35.0,2,66.4,38.7,68.8,89.7,80.1,98.0,42.1,48.4,21.1,5,1,1,2,8,2,1,30.1,1,72.8,Software Engineer,93.1,56.0,1,74,Near-Ready,0
OMEN-17514,2026-ECE,test,Rejected,7.82,0,68.3,69.0,ECE,5,64.6,77.5,7,68.4,66.5,36.5,65.3,52.0,47.8,21.4,70.8,69.0,5,0,0,0,0,1,2,72.6,1,76.2,Data Analyst,91.6,62.5,1,68,Near-Ready,0
OMEN-17515,2026-MECH,train,Selected,8.69,0,85.1,88.7,MECH,6,68.2,61.7,10,44.4,98.0,57.1,58.2,40.6,41.5,37.3,78.8,83.4,3,3,1,0,0,0,2,41.0,1,90.8,Data Analyst,93.0,63.3,1,69,Near-Ready,0
OMEN-17516,2026-ECE,train,Selected,7.53,0,72.8,65.7,ECE,7,58.1,49.1,3,72.1,82.3,46.4,59.8,43.7,35.6,50.5,75.5,94.5,4,5,2,1,5,1,1,37.7,1,94.0,Data Analyst,97.0,64.1,0,72,Near-Ready,0
OMEN-17517,2026-CSE,train,Rejected,6.44,0,64.9,57.4,CSE,8,60.9,76.7,0,68.4,49.7,80.5,58.0,84.3,59.7,62.1,54.2,23.4,3,4,1,1,4,1,4,70.6,1,82.2,Software Engineer,92.4,59.7,1,71,Near-Ready,0
OMEN-17518,2026-CSE,train,Rejected,7.85,0,63.4,73.2,CSE,7,68.0,86.5,7,56.9,73.8,69.9,44.5,17.3,6.9,61.1,98.0,54.7,3,4,2,1,4,1,1,19.9,1,98.6,AI/ML Engineer,90.6,58.7,1,72,Near-Ready,0
OMEN-17519,2026-EEE,train,Rejected,5.2,1,59.6,47.0,EEE,6,50.9,30.7,2,55.3,68.5,62.8,22.8,25.7,20.3,35.6,70.0,69.7,3,5,3,1,4,2,3,51.4,1,84.0,Data Analyst,83.5,48.9,3,48,Needs Training,0
OMEN-17520,2026-CIVIL,val,Rejected,6.43,0,66.1,55.4,CIVIL,8,42.4,68.5,2,66.8,63.4,22.8,54.9,6.1,20.3,5.0,70.5,58.0,2,0,0,1,3,1,2,30.6,1,68.6,Data Analyst,84.0,48.0,2,54,Needs Training,0
OMEN-17521,2026-MECH,train,Selected,8.08,0,81.8,79.3,MECH,6,48.8,60.8,4,52.7,83.1,60.5,44.8,31.8,20.3,15.8,78.8,96.4,3,0,0,1,3,3,3,76.0,1,79.2,Data Analyst,93.5,58.2,1,69,Near-Ready,0
OMEN-17522,2026-CSE,train,Rejected,7.03,0,79.2,58.8,CSE,7,68.0,82.0,6,81.3,48.0,88.6,59.7,75.6,80.6,62.8,41.7,30.9,4,2,1,2,8,1,2,47.1,1,83.6,Software Engineer,93.6,64.9,1,76,Ready,1
OMEN-17523,2026-IT,train,Selected,7.78,0,66.5,77.7,IT,6,56.0,87.0,5,79.6,53.6,64.9,54.8,46.5,48.8,43.0,62.6,24.1,1,4,2,1,3,3,1,27.0,0,74.1,AI/ML Engineer,82.9,56.1,2,68,Near-Ready,0
OMEN-17524,2026-CIVIL,train,Rejected,7.58,0,63.7,65.6,CIVIL,6,27.9,35.1,0,57.1,56.2,21.7,22.8,6.5,41.5,41.8,57.2,70.8,1,4,1,1,5,1,0,4.3,1,83.0,Data Analyst,74.2,42.7,5,34,Needs Training,0
OMEN-17525,2026-IT,train,Selected,8.01,0,69.9,67.8,IT,5,83.9,48.5,5,61.6,59.0,98.0,75.6,79.4,89.0,86.8,63.3,44.3,5,3,3,1,5,0,1,36.3,0,71.3,Software Engineer,98.2,68.1,0,84,Ready,1
OMEN-17526,2026-IT,train,Rejected,8.79,0,80.3,69.9,IT,7,76.3,73.4,3,69.7,98.0,51.9,48.0,33.8,51.8,32.0,88.8,92.9,4,3,3,1,4,1,1,33.3,1,82.9,Data Analyst,98.8,68.9,0,83,Ready,1
OMEN-17527,2026-CSE,test,Selected,7.93,0,82.2,73.4,CSE,7,45.7,71.0,4,67.7,90.1,41.7,66.5,40.6,59.7,25.1,79.7,77.6,5,2,1,1,3,1,4,91.0,1,86.0,Data Analyst,98.3,65.3,0,74,Near-Ready,0
OMEN-17528,2026-ECE,train,Selected,7.39,0,76.0,74.1,ECE,7,64.3,55.3,7,61.9,55.6,70.8,38.1,37.5,21.6,70.0,94.6,56.6,3,2,1,2,8,3,1,21.9,0,63.5,AI/ML Engineer,91.7,53.4,1,74,Near-Ready,0
OMEN-17529,2026-ECE,train,Unplaced,9.15,0,78.8,74.7,ECE,7,46.0,61.5,2,69.2,41.5,74.0,52.1,23.0,28.9,52.2,51.8,18.5,2,1,0,2,8,0,1,20.6,1,69.6,AI/ML Engineer,76.7,47.7,4,51,Needs Training,0
OMEN-17530,2026-IT,train,Rejected,4.76,1,46.4,46.0,IT,7,42.7,33.0,3,54.3,62.9,50.4,64.9,45.3,36.0,26.4,76.4,55.5,1,2,1,0,0,1,0,11.1,1,79.9,Data Analyst,77.9,51.9,4,32,Needs Training,0
OMEN-17531,2026-CSE,train,Unplaced,6.45,0,48.8,75.2,CSE,7,54.1,64.7,0,69.6,29.6,51.1,70.0,83.9,60.2,43.9,18.1,20.6,0,0,0,1,3,0,2,55.1,1,62.7,Software Engineer,83.2,49.8,2,54,Needs Training,0
OMEN-17532,2026-CSE,train,Unplaced,6.47,1,71.5,64.8,CSE,7,56.3,55.2,0,69.0,46.1,71.1,77.5,38.8,65.3,51.8,37.2,23.5,4,2,2,0,0,0,2,32.8,1,71.7,Software Engineer,89.1,53.1,1,53,Needs Training,0
OMEN-17533,2026-IT,train,Selected,6.34,0,61.5,49.7,IT,6,65.2,81.2,3,76.5,41.0,76.8,80.8,37.1,71.6,47.5,44.1,25.4,4,4,2,1,4,1,0,6.4,1,85.8,Software Engineer,88.8,58.2,2,62,Near-Ready,0
OMEN-17534,2026-CSE,val,Unplaced,6.7,1,75.3,63.9,CSE,5,81.7,62.5,8,61.5,89.2,62.8,48.4,34.1,45.7,39.1,84.8,87.5,3,3,3,0,0,0,2,53.7,1,89.4,Data Analyst,96.8,65.3,0,65,Near-Ready,0
OMEN-17535,2026-EEE,train,Selected,8.05,0,69.5,82.0,EEE,8,83.7,72.3,4,63.9,70.2,78.6,52.4,43.8,39.0,63.2,81.2,73.7,4,6,2,2,10,3,3,75.8,1,91.2,Data Analyst,93.9,67.5,1,81,Ready,1
OMEN-17536,2026-CSE,train,Selected,7.79,0,76.1,52.9,CSE,6,71.1,79.5,8,62.1,45.8,98.0,68.6,64.0,71.8,73.6,47.7,38.3,4,5,3,1,3,4,1,36.6,1,96.7,Software Engineer,94.1,63.4,0,85,Ready,1
OMEN-17537,2026-IT,train,Selected,7.94,0,85.4,74.2,IT,8,58.0,53.6,5,68.2,47.4,69.1,69.4,60.5,85.2,52.0,19.4,21.1,4,6,3,2,8,2,1,24.4,0,72.2,Software Engineer,93.2,52.1,0,75,Ready,1
OMEN-17538,2026-CSE,train,Rejected,7.33,0,69.1,68.0,CSE,8,24.3,82.5,6,47.0,14.6,46.5,76.2,43.7,53.6,47.8,25.8,21.3,1,6,5,3,15,1,2,50.1,1,97.7,Software Engineer,67.8,43.9,4,47,Needs Training,0
OMEN-17539,2026-EEE,val,Unplaced,7.17,1,62.6,62.5,EEE,8,29.4,55.6,1,42.6,92.5,21.5,41.0,17.9,31.9,17.0,97.0,76.9,0,2,0,0,0,0,2,51.7,1,73.4,Data Analyst,83.7,50.7,2,36,Needs Training,0
OMEN-17540,2026-CSE,train,Unplaced,4.57,1,45.0,45.0,CSE,6,53.1,56.4,6,44.1,48.7,64.8,51.9,46.9,67.1,38.7,57.0,46.4,1,1,0,0,0,1,0,21.5,1,87.8,Software Engineer,80.0,49.3,3,39,Needs Training,0
OMEN-17541,2026-ECE,train,Selected,7.64,0,70.2,69.6,ECE,5,61.0,59.2,3,68.1,39.2,82.9,92.9,84.6,81.4,60.5,43.0,46.5,5,3,3,2,10,3,3,65.5,1,88.9,Software Engineer,95.2,64.2,1,75,Ready,1
OMEN-17542,2026-IT,train,Unplaced,7.52,0,57.7,67.4,IT,6,67.2,46.3,3,80.9,50.4,62.8,49.2,57.0,45.1,66.3,70.6,31.1,3,1,1,0,0,4,2,41.5,1,73.8,AI/ML Engineer,91.0,56.8,0,70,Near-Ready,0
OMEN-17543,2026-IT,train,Rejected,6.82,0,62.0,55.5,IT,6,51.6,50.6,0,82.3,47.9,71.0,52.1,39.6,44.5,41.1,63.2,37.9,2,3,1,0,0,1,1,21.8,0,59.3,AI/ML Engineer,81.2,53.3,3,54,Needs Training,0
OMEN-17544,2026-CSE,test,Selected,6.5,0,60.2,62.0,CSE,8,54.5,29.1,4,65.7,85.0,25.5,31.2,51.3,28.7,61.6,68.1,77.7,4,6,2,1,4,1,3,66.5,1,86.7,Data Analyst,91.9,56.2,0,72,Near-Ready,0
OMEN-17545,2026-CIVIL,val,Rejected,8.22,0,72.6,66.6,CIVIL,5,48.5,49.5,3,54.4,47.3,50.3,62.6,60.8,48.7,50.4,28.8,24.5,0,3,0,0,0,2,2,41.8,0,66.5,Software Engineer,80.9,47.5,3,50,Needs Training,0
OMEN-17546,2026-CSE,train,Rejected,6.15,0,63.7,59.1,CSE,7,59.8,69.2,2,90.5,27.5,83.0,60.7,45.2,49.6,58.5,86.7,33.7,3,7,7,2,10,0,0,31.7,1,86.3,AI/ML Engineer,86.1,58.6,1,72,Near-Ready,0
OMEN-17547,2026-CSE,train,Unplaced,5.99,0,64.0,47.9,CSE,7,31.8,66.8,0,54.0,34.0,54.0,26.2,5.0,5.0,52.4,65.0,35.2,0,3,0,1,5,2,0,0.0,1,80.6,AI/ML Engineer,71.7,37.6,4,40,Needs Training,0
OMEN-17548,2026-MECH,val,Selected,6.35,0,64.8,61.6,MECH,7,57.7,57.3,4,90.1,53.9,64.4,87.5,91.7,98.0,69.9,44.6,7.0,5,4,3,2,6,2,1,33.0,1,92.0,Software Engineer,96.8,63.8,0,81,Ready,1
OMEN-17549,2026-EEE,train,Selected,6.99,0,53.8,71.5,EEE,6,65.7,73.2,5,70.2,98.0,65.5,67.0,48.4,60.3,55.3,85.0,93.9,6,1,1,0,0,2,0,0.0,1,83.6,Data Analyst,98.9,73.5,0,77,Ready,1
OMEN-17550,2026-IT,train,Rejected,8.44,0,74.5,67.1,IT,6,90.4,60.7,8,58.0,39.5,82.3,68.0,59.2,46.3,59.7,38.6,32.5,2,1,0,1,3,3,2,56.2,1,82.4,Software Engineer,85.5,53.5,2,62,Near-Ready,0
OMEN-17551,2026-IT,train,Rejected,9.36,0,77.8,77.6,IT,7,65.7,98.0,7,74.4,47.1,54.0,28.5,23.9,38.2,56.0,89.3,39.2,2,4,4,0,0,2,4,80.2,1,94.0,AI/ML Engineer,85.6,55.3,1,82,Ready,1
OMEN-17552,2026-CSE,train,Rejected,5.07,1,45.9,51.6,CSE,8,74.1,47.8,3,95.6,60.8,67.2,66.2,56.6,73.4,69.9,65.2,58.1,6,5,5,1,5,2,2,36.4,1,83.7,Data Analyst,88.3,67.9,1,66,Near-Ready,0
OMEN-17553,2026-ECE,val,Unplaced,8.28,0,75.8,65.7,ECE,7,35.8,82.9,4,62.6,46.1,38.2,51.9,62.4,52.6,53.1,36.0,29.4,0,7,5,2,6,1,2,59.6,1,93.6,Software Engineer,79.1,49.2,2,64,Near-Ready,0
OMEN-17554,2026-CIVIL,train,Selected,7.45,0,67.3,66.3,CIVIL,5,61.2,75.9,5,65.5,55.1,73.1,58.3,78.5,75.2,59.4,41.7,31.0,4,3,1,0,0,0,1,28.5,1,88.7,Software Engineer,94.4,58.7,1,63,Near-Ready,0
OMEN-17555,2026-IT,train,Selected,8.75,0,85.0,60.6,IT,8,53.2,69.1,4,67.2,94.3,57.0,53.1,27.5,17.5,16.5,85.2,76.1,4,6,1,2,8,1,1,26.0,1,92.7,Data Analyst,96.6,59.9,0,74,Near-Ready,0
OMEN-17556,2026-CSE,val,Selected,6.67,0,59.6,60.3,CSE,8,40.4,44.5,1,65.1,33.8,60.1,81.6,67.8,82.4,51.6,24.6,39.0,4,1,1,2,10,0,2,43.8,1,69.4,Software Engineer,89.8,53.5,2,62,Near-Ready,0
OMEN-17557,2026-ECE,train,Selected,7.69,0,69.9,55.4,ECE,6,53.1,69.2,2,44.2,68.2,15.8,42.8,45.7,5.0,23.6,80.8,58.4,2,2,0,1,4,3,1,40.1,0,59.1,Data Analyst,79.1,47.3,3,54,Needs Training,0
OMEN-17558,2026-EEE,train,Selected,8.28,0,74.3,79.8,EEE,8,62.2,55.8,3,74.8,97.5,50.0,58.0,40.0,53.5,53.9,73.6,81.3,4,5,2,2,10,1,3,62.1,1,91.0,Data Analyst,98.6,67.4,0,82,Ready,1
OMEN-17559,2026-EEE,train,Rejected,7.86,0,72.7,86.9,EEE,6,59.8,51.4,3,69.5,65.2,68.8,37.4,36.8,11.2,45.5,91.4,68.2,5,3,2,1,4,1,1,9.4,1,87.1,Data Analyst,92.0,57.1,1,68,Near-Ready,0
OMEN-17560,2026-EEE,test,Selected,8.72,0,81.3,76.5,EEE,5,81.7,61.2,3,83.9,63.6,91.7,78.1,84.3,89.3,64.9,51.0,42.8,5,3,2,1,3,0,2,50.6,1,86.7,Software Engineer,99.6,68.5,0,80,Ready,1
OMEN-17561,2026-MECH,test,Rejected,6.85,0,67.1,68.2,MECH,8,37.1,29.6,4,70.1,78.8,40.5,48.3,34.2,26.9,33.9,57.9,46.1,2,3,2,1,4,1,1,26.9,0,69.8,Data Analyst,77.3,49.0,3,47,Needs Training,0
OMEN-17562,2026-CSE,train,Unplaced,4.75,0,45.1,54.6,CSE,7,32.8,49.6,3,67.3,32.8,37.4,34.2,11.1,5.0,41.6,57.9,22.7,1,4,0,0,0,0,0,0.0,1,87.2,AI/ML Engineer,64.0,33.7,5,29,Needs Training,0
OMEN-17563,2026-ECE,train,Rejected,7.71,0,75.0,70.1,ECE,7,51.1,67.5,5,58.8,54.1,30.6,26.0,7.9,7.4,29.6,54.1,64.7,0,2,2,0,0,2,1,6.3,1,87.4,Data Analyst,78.5,43.9,4,50,Needs Training,0
OMEN-17564,2026-CIVIL,test,Selected,8.56,0,78.6,72.7,CIVIL,7,78.3,47.4,2,78.4,61.4,86.0,70.5,73.9,86.1,81.3,41.4,34.2,6,1,1,2,10,0,1,35.1,1,72.0,Software Engineer,98.0,63.6,0,84,Ready,1
OMEN-17565,2026-ECE,train,Unplaced,7.02,0,65.9,65.3,ECE,7,59.2,68.3,1,72.6,98.0,39.8,34.2,38.8,40.5,32.8,97.9,76.5,4,4,1,1,3,2,2,60.8,1,82.3,Data Analyst,99.5,63.4,0,71,Near-Ready,0
OMEN-17566,2026-IT,test,Selected,8.64,0,80.1,69.1,IT,7,66.6,65.7,5,71.5,48.6,76.2,39.8,36.9,35.5,74.1,71.6,25.7,4,5,4,0,0,4,1,13.4,1,93.0,AI/ML Engineer,89.0,55.3,2,69,Near-Ready,0
OMEN-17567,2026-IT,train,Selected,7.66,0,72.0,76.5,IT,8,54.0,72.3,12,77.5,89.5,62.0,66.5,69.4,52.0,39.6,98.0,89.4,6,4,2,2,6,0,3,70.9,1,95.8,Data Analyst,99.9,74.5,0,82,Ready,1
OMEN-17568,2026-CIVIL,train,Selected,7.64,0,61.8,65.6,CIVIL,6,70.8,56.5,3,68.8,85.8,56.0,66.0,57.0,46.6,39.6,97.4,96.1,5,2,1,1,5,0,0,0.0,1,85.8,Data Analyst,97.9,68.9,0,77,Ready,1
OMEN-17569,2026-ECE,train,Selected,6.73,0,65.7,63.1,ECE,8,68.2,82.4,6,73.4,84.6,43.8,61.3,51.4,30.2,42.1,82.3,67.1,4,0,0,1,3,3,1,13.9,1,80.4,Data Analyst,97.5,65.6,0,75,Ready,1
OMEN-17570,2026-IT,test,Selected,6.45,0,70.6,65.8,IT,8,65.8,70.7,7,46.6,41.9,56.7,37.2,24.1,5.0,62.1,87.7,52.1,1,4,3,0,0,2,1,27.7,1,97.2,AI/ML Engineer,80.4,47.7,2,62,Near-Ready,0
OMEN-17571,2026-IT,test,Rejected,6.37,0,63.0,56.9,IT,7,61.1,78.9,2,80.5,76.2,62.4,58.6,63.0,61.6,47.0,64.9,33.8,2,4,3,1,5,2,0,7.4,1,84.8,Software Engineer,91.3,62.3,2,71,Near-Ready,0
OMEN-17572,2026-IT,train,Selected,7.95,0,83.2,77.5,IT,6,86.0,54.0,1,78.6,51.8,90.6,88.1,79.4,96.1,51.8,56.5,52.1,5,2,2,1,3,0,0,12.9,0,58.2,Software Engineer,99.0,68.0,0,80,Ready,1
OMEN-17573,2026-CSE,train,Unplaced,9.06,2,80.4,74.3,CSE,7,61.9,74.9,3,80.8,66.4,83.0,88.4,58.2,61.3,67.4,63.8,54.0,5,4,2,1,4,5,0,9.2,1,80.9,Software Engineer,98.0,70.1,0,65,Near-Ready,0
OMEN-17574,2026-CSE,train,Unplaced,5.78,1,56.4,50.9,CSE,6,79.5,57.9,4,74.9,22.5,72.5,75.9,58.0,53.7,36.9,30.3,29.6,3,4,2,0,0,1,2,38.2,1,91.8,Software Engineer,84.2,49.9,1,51,Needs Training,0
OMEN-17575,2026-CSE,train,Unplaced,6.22,3,59.0,57.7,CSE,8,38.8,41.9,3,56.7,66.6,33.9,22.6,8.6,32.0,19.2,65.7,41.6,2,5,2,0,0,4,0,6.8,1,92.6,Data Analyst,71.8,41.7,5,26,Needs Training,0
OMEN-17576,2026-ECE,train,Rejected,7.7,0,71.1,68.5,ECE,6,62.2,70.0,5,46.0,77.8,54.6,40.4,19.0,19.0,41.4,77.6,84.0,3,4,1,1,5,1,1,13.8,1,89.0,Data Analyst,90.8,57.2,1,63,Near-Ready,0
OMEN-17577,2026-CSE,test,Selected,7.19,0,82.0,79.3,CSE,5,77.5,77.7,4,77.2,45.4,73.7,73.0,41.2,50.7,39.8,63.7,27.7,3,0,0,0,0,1,3,67.2,0,59.3,AI/ML Engineer,79.0,57.9,3,52,Needs Training,0
OMEN-17578,2026-CSE,train,Selected,8.26,0,69.1,73.4,CSE,7,56.5,80.4,3,85.7,75.3,84.9,78.2,75.0,88.5,57.2,61.9,53.7,6,1,0,0,0,2,0,22.0,1,74.4,Software Engineer,99.6,73.2,0,73,Near-Ready,0
OMEN-17579,2026-IT,train,Unplaced,6.65,0,63.6,71.7,IT,8,56.6,53.9,2,61.8,39.7,55.3,60.4,55.8,76.2,48.0,43.6,30.6,1,2,1,1,3,1,2,51.4,1,76.2,Software Engineer,84.0,50.0,3,53,Needs Training,0
OMEN-17580,2026-CSE,train,Unplaced,6.1,1,66.3,55.0,CSE,7,53.1,81.3,3,70.1,50.5,78.2,74.2,73.0,80.6,53.3,54.2,34.0,5,5,3,1,4,1,1,31.0,0,74.5,Software Engineer,97.4,64.0,0,70,Near-Ready,0
OMEN-17581,2026-IT,test,Rejected,8.29,0,77.4,72.4,IT,5,50.3,64.4,6,73.0,40.2,60.3,50.4,40.3,27.8,90.4,60.5,19.5,2,1,0,1,5,2,1,40.1,1,83.1,AI/ML Engineer,83.4,51.3,2,59,Needs Training,0
OMEN-17582,2026-ECE,train,Selected,9.24,0,80.3,86.3,ECE,7,59.0,96.1,1,88.2,65.9,78.5,98.0,97.2,88.8,55.8,39.8,52.0,6,6,3,1,4,0,1,9.0,1,84.1,Software Engineer,100.0,76.1,0,89,Ready,1
OMEN-17583,2026-ECE,train,Unplaced,6.7,1,71.4,56.0,ECE,6,63.3,62.0,5,58.1,57.9,57.2,25.9,29.1,20.3,41.6,83.7,39.0,1,1,0,0,0,0,2,53.2,1,83.3,AI/ML Engineer,82.3,49.2,2,44,Needs Training,0
OMEN-17584,2026-MECH,train,Selected,8.81,0,77.9,95.8,MECH,6,89.4,48.9,5,98.0,98.0,98.0,77.7,70.8,64.4,73.5,89.4,78.6,8,4,4,2,6,4,2,50.8,1,100.0,Data Analyst,100.0,81.9,0,86,Ready,1
OMEN-17585,2026-IT,train,Rejected,5.86,0,58.1,61.1,IT,8,62.3,86.0,1,50.6,47.2,57.7,37.3,8.5,44.0,33.6,70.6,61.9,0,2,0,0,0,0,3,63.6,1,73.0,Data Analyst,76.7,51.5,3,47,Needs Training,0
OMEN-17586,2026-CIVIL,test,Selected,7.23,0,71.8,53.0,CIVIL,7,48.1,60.4,6,66.4,72.5,56.1,73.9,64.4,82.2,37.3,62.5,44.1,4,2,0,1,5,2,1,23.9,1,87.2,Software Engineer,94.1,59.2,1,60,Near-Ready,0
OMEN-17587,2026-IT,train,Selected,6.5,0,67.3,49.7,IT,8,57.4,58.5,4,56.7,65.0,43.6,44.3,51.2,26.7,31.2,72.7,75.7,3,5,2,2,8,2,0,21.7,1,94.7,Data Analyst,85.8,54.2,2,66,Near-Ready,0
OMEN-17588,2026-MECH,train,Unplaced,6.58,0,65.0,55.8,MECH,7,60.1,68.1,2,56.4,78.3,37.9,53.4,62.9,35.0,23.4,71.2,67.5,3,4,0,1,5,0,1,39.2,1,81.6,Data Analyst,88.9,57.9,1,58,Needs Training,0
OMEN-17589,2026-IT,train,Rejected,8.82,0,81.4,82.1,IT,7,70.8,76.8,4,89.1,32.6,83.3,61.4,62.2,30.6,67.6,42.1,5.0,3,6,5,1,4,2,2,44.8,1,88.9,AI/ML Engineer,80.5,55.3,2,69,Near-Ready,0
OMEN-17590,2026-IT,train,Rejected,8.14,0,77.1,74.3,IT,8,41.9,85.1,3,50.4,76.4,40.5,51.4,36.7,19.0,27.8,70.1,69.8,3,3,1,2,8,3,0,11.2,1,87.0,Data Analyst,87.2,56.3,1,71,Near-Ready,0
OMEN-17591,2026-EEE,train,Rejected,7.43,0,71.1,68.2,EEE,5,72.1,53.5,3,55.5,58.6,58.6,36.9,25.0,36.4,84.8,60.9,48.6,1,0,0,0,0,1,2,65.5,1,71.3,AI/ML Engineer,85.0,50.3,2,53,Needs Training,0
OMEN-17592,2026-CSE,train,Rejected,6.92,0,64.0,51.8,CSE,6,64.8,74.8,5,66.5,45.7,47.7,25.5,5.0,14.2,82.4,41.1,19.7,2,2,0,1,5,1,6,100.0,1,83.0,AI/ML Engineer,74.9,41.5,4,52,Needs Training,0
OMEN-17593,2026-CSE,train,Selected,6.18,0,66.6,63.4,CSE,5,81.1,64.5,12,72.6,58.9,79.7,53.9,39.2,51.5,71.1,77.9,43.7,4,2,0,0,0,0,2,24.0,1,87.7,AI/ML Engineer,94.1,59.1,0,68,Near-Ready,0
OMEN-17594,2026-IT,test,Rejected,8.73,0,88.3,78.1,IT,5,51.7,45.1,1,90.2,51.4,74.3,79.2,70.6,39.4,71.2,96.9,77.2,7,2,1,1,4,1,0,10.2,0,54.7,AI/ML Engineer,96.6,68.6,0,72,Near-Ready,0
OMEN-17595,2026-IT,train,Selected,8.89,0,74.3,83.3,IT,6,61.6,34.5,2,65.2,33.7,85.5,64.8,76.8,46.0,54.3,40.9,28.2,3,1,0,0,0,0,1,39.1,1,67.5,Software Engineer,85.5,51.5,2,51,Needs Training,0
OMEN-17596,2026-EEE,train,Selected,7.75,0,62.7,58.3,EEE,7,62.9,64.6,5,63.1,49.2,69.6,40.9,65.5,45.3,72.9,44.6,49.1,3,4,3,2,8,0,1,29.6,1,95.1,Software Engineer,82.8,55.8,2,65,Near-Ready,0
OMEN-17597,2026-EEE,train,Unplaced,6.0,0,63.3,61.0,EEE,8,48.1,37.7,1,45.0,26.1,64.1,63.6,47.6,47.6,41.2,28.2,6.9,0,5,0,0,0,1,2,49.0,1,78.2,Software Engineer,71.4,37.6,5,34,Needs Training,0
OMEN-17598,2026-IT,train,Selected,6.16,0,68.7,56.8,IT,6,67.0,66.2,2,62.2,51.2,79.8,37.9,25.7,5.8,66.5,81.5,30.2,3,2,1,1,3,1,0,13.5,1,78.8,AI/ML Engineer,89.7,50.0,1,62,Near-Ready,0
OMEN-17599,2026-CSE,test,Selected,7.17,0,64.1,62.3,CSE,7,64.6,49.7,5,86.7,43.7,85.3,90.8,70.0,61.4,66.4,69.1,35.9,6,3,2,0,0,2,1,8.7,1,88.3,Software Engineer,95.7,64.6,1,68,Near-Ready,0
